airline_name,date_of_journey,month,month_name,day_of_week,is_weekend,Source,destination,route,Origin,Stop_1,Stop_2,Stop3,Total_stops,dep_time,Arrival_time,Duration,Duration_mins,Route_Type,Additional_info,Price,Price_Per_Min
TruJet,09-05-2025,5,May,Friday,No,Jaipur,Varanasi,JAI-BAN-GOA-HYD-VAR,JAI,BAN,GOA,HYD,3 stops,11:23,02:56,8h 45min,525,Domestic_Long,No info,16028,30.53
TruJet,15-08-2025,8,August,Friday,No,Patna,Chennai,PAT-MUM-CHE,PAT,MUM,CHE,,1 stop,18:12,13:37,1h 15min,75,Domestic_Short,Extra baggage allowed,9640,128.53
Vistara,19-10-2022,10,October,Wednesday,No,Varanasi,Lucknow,VAR-PAT-BHU-LUC,VAR,PAT,BHU,LUC,2 stops,16:29,00:32,6h 30min,390,Domestic_Long,In-flight meal not included,12483,32.01
Alliance Air,28-02-2020,2,February,Friday,Yes,Bangalore,Lucknow,BAN-CHE-PAT-RAI-LUC,BAN,CHE,PAT,RAI,3 stops,12:56,23:49,15h 45min,945,Domestic_Long,1 Long layover,14612,15.46
TruJet,07-10-2022,10,October,Friday,Yes,Raipur,Guwahati,RAI-DEL-GUW,RAI,DEL,GUW,,1 stop,08:18,14:55,4h 30min,270,Domestic_Long,Limited seats,8012,29.67
Star Air,27-01-2023,1,January,Friday,No,Surat,Raipur,SUR-RAI,SUR,RAI,,,non-stop,12:06,02:57,2h 30min,150,Domestic_Long,New aircraft,3565,23.77
Air India,08-07-2021,7,July,Thursday,No,Indore,Jaipur,IND-CHE-JAI,IND,CHE,JAI,,1 stop,08:30,01:49,13h 30min,810,Domestic_Long,Red-eye flight,3513,4.34
GoAir,14-05-2024,5,May,Tuesday,No,Goa,Kolkata,GOA-KOL,GOA,KOL,,,non-stop,09:12,23:27,3h 0min,180,Domestic_Long,Business class available,2560,14.22
AirAsia India,21-06-2020,6,June,Sunday,No,Mumbai,Raipur,MUM-IND-RAI,MUM,IND,RAI,,1 stop,16:06,18:49,10h 45min,645,Domestic_Long,Limited seats,8875,13.76
GoAir,28-07-2025,7,July,Monday,No,Varanasi,Kolkata,VAR-KOL,VAR,KOL,,,non-stop,02:07,16:04,11h 15min,675,Domestic_Long,Business class available,10500,15.56
Alliance Air,28-02-2023,2,February,Tuesday,Yes,Jaipur,Nagpur,JAI-NAG,JAI,NAG,,,non-stop,23:30,01:38,15h 30min,930,Domestic_Long,1 Long layover,8036,8.64
TruJet,27-09-2020,9,September,Sunday,Yes,Goa,Bhubaneswar,GOA-IND-JAI-BHU,GOA,IND,JAI,BHU,2 stops,23:07,11:39,9h 0min,540,Domestic_Long,Limited seats,8282,15.34
Vistara,04-11-2025,11,November,Tuesday,No,Raipur,Kolkata,RAI-PUN-PAT-CHE-KOL,RAI,PUN,PAT,CHE,3 stops,09:21,11:16,11h 0min,660,Domestic_Long,No info,5833,8.84
Alliance Air,08-08-2023,8,August,Tuesday,No,Hyderabad,Kolkata,HYD-IND-VAR-KOL,HYD,IND,VAR,KOL,2 stops,07:32,08:40,6h 15min,375,Domestic_Long,In-flight meal not included,7831,20.88
GoAir,27-08-2024,8,August,Tuesday,No,Hyderabad,Chennai,HYD-CHE,HYD,CHE,,,non-stop,18:29,19:19,3h 45min,225,Domestic_Long,No info,9288,41.28
Air India,13-08-2021,8,August,Friday,No,Varanasi,Pune,VAR-MUM-BHU-PUN,VAR,MUM,BHU,PUN,2 stops,08:03,23:05,2h 30min,150,Domestic_Long,Business class available,7267,48.45
SpiceJet,05-04-2024,4,April,Friday,No,Lucknow,Ahmedabad,LUC-BHU-AHM,LUC,BHU,AHM,,1 stop,21:04,23:16,10h 30min,630,Domestic_Long,1 Long layover,11036,17.52
Air India,10-04-2021,4,April,Saturday,Yes,Cochin,Kolkata,COC-KOL,COC,KOL,,,non-stop,02:01,18:40,9h 45min,585,Domestic_Long,Limited seats,7588,12.97
Star Air,05-05-2023,5,May,Friday,Yes,Varanasi,Nagpur,VAR-BAN-CHE-PAT-NAG,VAR,BAN,CHE,PAT,3 stops,17:51,23:19,7h 15min,435,Domestic_Long,Business class available,7784,17.89
Vistara,11-02-2020,2,February,Tuesday,No,Ahmedabad,Jaipur,AHM-JAI,AHM,JAI,,,non-stop,20:26,14:59,8h 45min,525,Domestic_Long,Extra baggage allowed,7371,14.04
SpiceJet,06-12-2022,12,December,Tuesday,No,Bangalore,Bhubaneswar,BAN-LUC-COC-BHU,BAN,LUC,COC,BHU,2 stops,23:39,21:24,15h 45min,945,Domestic_Long,Extra baggage allowed,9849,10.42
Star Air,12-10-2023,10,October,Thursday,No,Cochin,Patna,COC-PAT,COC,PAT,,,non-stop,11:52,07:29,3h 0min,180,Domestic_Long,Business class available,2511,13.95
GoAir,19-02-2024,2,February,Monday,No,Patna,Surat,PAT-NAG-BHU-CHE-SUR,PAT,NAG,BHU,CHE,3 stops,21:34,01:25,5h 30min,330,Domestic_Long,In-flight meal not included,16909,51.24
TruJet,08-10-2022,10,October,Saturday,No,Surat,Chennai,SUR-KOL-CHE,SUR,KOL,CHE,,1 stop,12:42,03:47,11h 0min,660,Domestic_Long,No info,10230,15.5
Alliance Air,02-06-2021,6,June,Wednesday,Yes,Pune,Ahmedabad,PUN-AHM,PUN,AHM,,,non-stop,20:57,12:46,6h 15min,375,Domestic_Long,Business class available,8450,22.53
Star Air,16-03-2022,3,March,Wednesday,Yes,Guwahati,Bhubaneswar,GUW-RAI-DEL-BHU,GUW,RAI,DEL,BHU,2 stops,21:32,21:46,6h 15min,375,Domestic_Long,New aircraft,11830,31.55
Star Air,20-04-2024,4,April,Saturday,No,Patna,Chennai,PAT-CHE,PAT,CHE,,,non-stop,08:27,12:28,6h 15min,375,Domestic_Long,1 Long layover,11356,30.28
Air India,02-12-2022,12,December,Friday,No,Jaipur,Goa,JAI-PAT-NAG-GOA,JAI,PAT,NAG,GOA,2 stops,22:48,05:13,3h 0min,180,Domestic_Long,Limited seats,13093,72.74
TruJet,09-05-2020,5,May,Saturday,No,Guwahati,Ahmedabad,GUW-JAI-AHM,GUW,JAI,AHM,,1 stop,20:16,02:00,4h 45min,285,Domestic_Long,Limited seats,9561,33.55
Alliance Air,02-10-2020,10,October,Friday,No,Lucknow,Cochin,LUC-PAT-BHU-COC,LUC,PAT,BHU,COC,2 stops,10:48,11:32,14h 30min,870,Domestic_Long,No info,10522,12.09
Akasa Air,10-07-2020,7,July,Friday,No,Nagpur,Bhubaneswar,NAG-BHU,NAG,BHU,,,non-stop,08:59,18:25,12h 30min,750,Domestic_Long,No info,7483,9.98
Alliance Air,02-10-2022,10,October,Sunday,Yes,Surat,Indore,SUR-AHM-GUW-LUC-IND,SUR,AHM,GUW,LUC,3 stops,00:50,12:15,10h 45min,645,Domestic_Long,New aircraft,6943,10.76
IndiGo,01-02-2020,2,February,Saturday,Yes,Chennai,Ahmedabad,CHE-DEL-AHM,CHE,DEL,AHM,,1 stop,18:01,14:06,8h 15min,495,Domestic_Long,No info,8410,16.99
IndiGo,23-05-2023,5,May,Tuesday,No,Bangalore,Surat,BAN-DEL-IND-SUR,BAN,DEL,IND,SUR,2 stops,11:42,13:57,4h 30min,270,Domestic_Long,Business class available,11750,43.52
AirAsia India,04-12-2020,12,December,Friday,No,Bangalore,Hyderabad,BAN-BHU-HYD,BAN,BHU,HYD,,1 stop,21:40,19:43,8h 0min,480,Domestic_Long,Red-eye flight,8080,16.83
TruJet,07-11-2023,11,November,Tuesday,No,Hyderabad,Mumbai,HYD-GUW-LUC-MUM,HYD,GUW,LUC,MUM,2 stops,05:20,20:00,15h 30min,930,Domestic_Long,Extra baggage allowed,11702,12.58
GoAir,26-07-2020,7,July,Sunday,No,Surat,Jaipur,SUR-PUN-LUC-NAG-JAI,SUR,PUN,LUC,NAG,3 stops,02:02,16:31,5h 30min,330,Domestic_Long,In-flight meal not included,12009,36.39
Akasa Air,07-07-2025,7,July,Monday,No,Chennai,Lucknow,CHE-SUR-VAR-LUC,CHE,SUR,VAR,LUC,2 stops,04:47,00:21,5h 30min,330,Domestic_Long,Red-eye flight,6278,19.02
TruJet,18-03-2024,3,March,Monday,Yes,Nagpur,Lucknow,NAG-MUM-GOA-LUC,NAG,MUM,GOA,LUC,2 stops,02:46,02:15,2h 15min,135,Domestic_Long,WiFi available,4829,35.77
Alliance Air,02-09-2019,9,September,Monday,Yes,Ahmedabad,Jaipur,AHM-BAN-JAI,AHM,BAN,JAI,,1 stop,23:18,12:20,3h 0min,180,Domestic_Long,New aircraft,7272,40.4
SpiceJet,28-10-2020,10,October,Wednesday,No,Nagpur,Goa,NAG-PAT-VAR-SUR-GOA,NAG,PAT,VAR,SUR,3 stops,11:37,04:08,7h 15min,435,Domestic_Long,New aircraft,13125,30.17
Star Air,21-08-2021,8,August,Saturday,No,Jaipur,Ahmedabad,JAI-AHM,JAI,AHM,,,non-stop,16:51,15:16,12h 45min,765,Domestic_Long,New aircraft,3398,4.44
IndiGo,14-06-2019,6,June,Friday,No,Kolkata,Raipur,KOL-MUM-VAR-RAI,KOL,MUM,VAR,RAI,2 stops,05:20,22:58,12h 30min,750,Domestic_Long,No info,11123,14.83
Alliance Air,15-01-2020,1,January,Wednesday,No,Ahmedabad,Bhubaneswar,AHM-VAR-NAG-BHU,AHM,VAR,NAG,BHU,2 stops,08:05,02:59,5h 15min,315,Domestic_Long,Red-eye flight,10523,33.41
GoAir,08-07-2023,7,July,Saturday,No,Goa,Nagpur,GOA-BHU-NAG,GOA,BHU,NAG,,1 stop,10:01,19:18,11h 0min,660,Domestic_Long,Extra baggage allowed,5998,9.09
Alliance Air,04-12-2019,12,December,Wednesday,Yes,Kolkata,Nagpur,KOL-COC-AHM-NAG,KOL,COC,AHM,NAG,2 stops,07:04,17:15,11h 30min,690,Domestic_Long,Extra baggage allowed,7456,10.81
Alliance Air,27-11-2022,11,November,Sunday,Yes,Jaipur,Mumbai,JAI-MUM,JAI,MUM,,,non-stop,01:10,13:12,13h 30min,810,Domestic_Long,Extra baggage allowed,11894,14.68
Star Air,11-07-2022,7,July,Monday,No,Pune,Chennai,PUN-GOA-VAR-HYD-CHE,PUN,GOA,VAR,HYD,3 stops,18:41,22:29,9h 45min,585,Domestic_Long,New aircraft,7715,13.19
Vistara,23-08-2020,8,August,Sunday,No,Jaipur,Chennai,JAI-IND-CHE,JAI,IND,CHE,,1 stop,21:50,09:46,15h 15min,915,Domestic_Long,Red-eye flight,6437,7.03
TruJet,28-10-2022,10,October,Friday,No,Guwahati,Ahmedabad,GUW-AHM,GUW,AHM,,,non-stop,22:56,23:01,14h 0min,840,Domestic_Long,In-flight meal not included,7585,9.03
SpiceJet,24-08-2023,8,August,Thursday,No,Mumbai,Guwahati,MUM-JAI-GUW,MUM,JAI,GUW,,1 stop,10:13,14:39,14h 45min,885,Domestic_Long,In-flight meal not included,11565,13.07
Akasa Air,18-12-2020,12,December,Friday,No,Goa,Guwahati,GOA-AHM-PAT-GUW,GOA,AHM,PAT,GUW,2 stops,11:43,11:45,10h 45min,645,Domestic_Long,WiFi available,13540,20.99
Star Air,28-02-2024,2,February,Wednesday,Yes,Bhubaneswar,Indore,BHU-RAI-AHM-GOA-IND,BHU,RAI,AHM,GOA,3 stops,17:41,08:01,7h 15min,435,Domestic_Long,1 Long layover,7421,17.06
TruJet,21-06-2024,6,June,Friday,Yes,Patna,Pune,PAT-MUM-NAG-CHE-PUN,PAT,MUM,NAG,CHE,3 stops,11:37,19:20,6h 0min,360,Domestic_Long,Limited seats,8303,23.06
TruJet,09-02-2023,2,February,Thursday,No,Jaipur,Indore,JAI-PUN-IND,JAI,PUN,IND,,1 stop,10:40,18:33,8h 45min,525,Domestic_Long,Extra baggage allowed,4217,8.03
IndiGo,04-04-2024,4,April,Thursday,No,Raipur,Goa,RAI-BHU-GOA,RAI,BHU,GOA,,1 stop,14:24,11:21,6h 30min,390,Domestic_Long,1 Long layover,13461,34.52
TruJet,02-01-2023,1,January,Monday,No,Guwahati,Pune,GUW-RAI-GOA-CHE-PUN,GUW,RAI,GOA,CHE,3 stops,23:18,13:20,13h 0min,780,Domestic_Long,Limited seats,13674,17.53
Akasa Air,10-08-2020,8,August,Monday,No,Mumbai,Bhubaneswar,MUM-BAN-BHU,MUM,BAN,BHU,,1 stop,16:39,03:21,11h 15min,675,Domestic_Long,No info,3925,5.81
Akasa Air,27-09-2021,9,September,Monday,No,Delhi,Bangalore,DEL-AHM-BHU-BAN,DEL,AHM,BHU,BAN,2 stops,23:55,08:52,14h 45min,885,Domestic_Long,Business class available,11438,12.92
Star Air,28-11-2020,11,November,Saturday,Yes,Bhubaneswar,Pune,BHU-IND-AHM-PUN,BHU,IND,AHM,PUN,2 stops,18:54,08:01,14h 15min,855,Domestic_Long,New aircraft,13843,16.19
SpiceJet,16-09-2024,9,September,Monday,Yes,Cochin,Kolkata,COC-RAI-KOL,COC,RAI,KOL,,1 stop,13:21,06:18,7h 45min,465,Domestic_Long,Business class available,9903,21.3
Vistara,21-04-2020,4,April,Tuesday,No,Goa,Hyderabad,GOA-JAI-HYD,GOA,JAI,HYD,,1 stop,20:50,23:13,7h 30min,450,Domestic_Long,WiFi available,6387,14.19
Akasa Air,10-05-2023,5,May,Wednesday,No,Lucknow,Ahmedabad,LUC-AHM,LUC,AHM,,,non-stop,07:56,08:32,9h 0min,540,Domestic_Long,In-flight meal not included,8030,14.87
Air India,01-02-2024,2,February,Thursday,No,Varanasi,Raipur,VAR-LUC-GUW-SUR-RAI,VAR,LUC,GUW,SUR,3 stops,00:52,17:15,14h 30min,870,Domestic_Long,In-flight meal not included,15071,17.32
SpiceJet,19-02-2022,2,February,Saturday,No,Pune,Raipur,PUN-COC-IND-MUM-RAI,PUN,COC,IND,MUM,3 stops,06:43,08:57,4h 45min,285,Domestic_Long,Red-eye flight,13793,48.4
TruJet,12-04-2022,4,April,Tuesday,No,Guwahati,Lucknow,GUW-VAR-KOL-HYD-LUC,GUW,VAR,KOL,HYD,3 stops,06:47,16:20,5h 15min,315,Domestic_Long,WiFi available,14639,46.47
SpiceJet,23-03-2024,3,March,Saturday,Yes,Chennai,Bhubaneswar,CHE-GUW-LUC-KOL-BHU,CHE,GUW,LUC,KOL,3 stops,01:02,07:25,1h 30min,90,Domestic_Short,Limited seats,13326,148.07
AirAsia India,26-04-2023,4,April,Wednesday,Yes,Nagpur,Lucknow,NAG-MUM-LUC,NAG,MUM,LUC,,1 stop,10:32,04:15,10h 45min,645,Domestic_Long,Limited seats,6145,9.53
SpiceJet,27-12-2024,12,December,Friday,No,Raipur,Hyderabad,RAI-HYD,RAI,HYD,,,non-stop,14:14,15:15,6h 15min,375,Domestic_Long,Red-eye flight,11464,30.57
Alliance Air,26-03-2020,3,March,Thursday,No,Bhubaneswar,Delhi,BHU-DEL,BHU,DEL,,,non-stop,15:06,15:17,14h 45min,885,Domestic_Long,1 Long layover,5057,5.71
Star Air,10-01-2024,1,January,Wednesday,No,Hyderabad,Pune,HYD-AHM-GUW-PUN,HYD,AHM,GUW,PUN,2 stops,02:27,18:40,14h 45min,885,Domestic_Long,Business class available,8038,9.08
TruJet,11-04-2024,4,April,Thursday,No,Kolkata,Bangalore,KOL-SUR-NAG-BAN,KOL,SUR,NAG,BAN,2 stops,20:00,06:50,1h 15min,75,Domestic_Short,In-flight meal not included,5967,79.56
Alliance Air,27-07-2025,7,July,Sunday,No,Surat,Bhubaneswar,SUR-GOA-JAI-BHU,SUR,GOA,JAI,BHU,2 stops,07:19,14:35,7h 45min,465,Domestic_Long,Red-eye flight,11979,25.76
TruJet,26-04-2022,4,April,Tuesday,Yes,Indore,Chennai,IND-GOA-PAT-AHM-CHE,IND,GOA,PAT,AHM,3 stops,00:53,12:29,10h 45min,645,Domestic_Long,WiFi available,9304,14.42
Alliance Air,20-11-2021,11,November,Saturday,Yes,Pune,Kolkata,PUN-CHE-KOL,PUN,CHE,KOL,,1 stop,06:05,21:57,6h 30min,390,Domestic_Long,Extra baggage allowed,11178,28.66
Alliance Air,23-11-2022,11,November,Wednesday,No,Chennai,Guwahati,CHE-BHU-COC-GUW,CHE,BHU,COC,GUW,2 stops,11:49,02:33,1h 45min,105,Domestic_Short,Business class available,13129,125.04
AirAsia India,12-01-2019,1,January,Saturday,No,Varanasi,Patna,VAR-DEL-PAT,VAR,DEL,PAT,,1 stop,13:15,13:25,4h 15min,255,Domestic_Long,In-flight meal not included,12847,50.38
Star Air,08-02-2022,2,February,Tuesday,No,Bhubaneswar,Cochin,BHU-BAN-GUW-COC,BHU,BAN,GUW,COC,2 stops,11:31,18:03,4h 0min,240,Domestic_Long,No info,7571,31.55
Alliance Air,01-07-2023,7,July,Saturday,No,Nagpur,Varanasi,NAG-VAR,NAG,VAR,,,non-stop,04:38,17:31,1h 0min,60,Domestic_Short,Business class available,7800,130
SpiceJet,25-01-2019,1,January,Friday,No,Lucknow,Chennai,LUC-CHE,LUC,CHE,,,non-stop,23:48,03:41,2h 15min,135,Domestic_Long,WiFi available,11313,83.8
Vistara,01-11-2024,11,November,Friday,Yes,Pune,Chennai,PUN-GUW-BHU-CHE,PUN,GUW,BHU,CHE,2 stops,16:35,17:51,13h 15min,795,Domestic_Long,1 Long layover,10842,13.64
Vistara,22-04-2025,4,April,Tuesday,Yes,Pune,Lucknow,PUN-MUM-PAT-LUC,PUN,MUM,PAT,LUC,2 stops,02:16,03:18,12h 15min,735,Domestic_Long,New aircraft,13529,18.41
Vistara,12-02-2024,2,February,Monday,No,Kolkata,Varanasi,KOL-COC-VAR,KOL,COC,VAR,,1 stop,16:22,19:12,11h 30min,690,Domestic_Long,Extra baggage allowed,4472,6.48
AirAsia India,20-05-2021,5,May,Thursday,No,Varanasi,Hyderabad,VAR-BHU-PUN-RAI-HYD,VAR,BHU,PUN,RAI,3 stops,03:33,00:59,11h 0min,660,Domestic_Long,New aircraft,13411,20.32
Air India,14-02-2023,2,February,Tuesday,No,Chennai,Guwahati,CHE-NAG-GUW,CHE,NAG,GUW,,1 stop,16:19,20:04,7h 45min,465,Domestic_Long,Extra baggage allowed,5620,12.09
Star Air,16-04-2021,4,April,Friday,No,Goa,Kolkata,GOA-CHE-KOL,GOA,CHE,KOL,,1 stop,08:50,00:46,5h 0min,300,Domestic_Long,New aircraft,4359,14.53
TruJet,06-07-2021,7,July,Tuesday,No,Pune,Lucknow,PUN-NAG-LUC,PUN,NAG,LUC,,1 stop,05:39,00:50,13h 30min,810,Domestic_Long,In-flight meal not included,7137,8.81
Alliance Air,25-03-2022,3,March,Friday,Yes,Surat,Patna,SUR-DEL-MUM-PAT,SUR,DEL,MUM,PAT,2 stops,05:31,19:44,7h 0min,420,Domestic_Long,New aircraft,9276,22.09
Star Air,13-06-2019,6,June,Thursday,Yes,Jaipur,Goa,JAI-PUN-GUW-KOL-GOA,JAI,PUN,GUW,KOL,3 stops,10:55,12:44,1h 30min,90,Domestic_Short,In-flight meal not included,7700,85.56
AirAsia India,22-01-2021,1,January,Friday,No,Mumbai,Kolkata,MUM-DEL-GUW-HYD-KOL,MUM,DEL,GUW,HYD,3 stops,22:39,19:11,13h 45min,825,Domestic_Long,WiFi available,15937,19.32
Vistara,05-02-2025,2,February,Wednesday,No,Raipur,Kolkata,RAI-MUM-JAI-KOL,RAI,MUM,JAI,KOL,2 stops,20:24,04:47,5h 30min,330,Domestic_Long,1 Long layover,5047,15.29
Alliance Air,19-04-2025,4,April,Saturday,No,Indore,Cochin,IND-BHU-COC,IND,BHU,COC,,1 stop,11:10,22:40,15h 45min,945,Domestic_Long,New aircraft,5291,5.6
Akasa Air,10-05-2020,5,May,Sunday,No,Mumbai,Goa,MUM-PUN-NAG-IND-GOA,MUM,PUN,NAG,IND,3 stops,10:41,10:50,8h 15min,495,Domestic_Long,Limited seats,8036,16.23
Star Air,01-04-2019,4,April,Monday,No,Hyderabad,Bhubaneswar,HYD-BHU,HYD,BHU,,,non-stop,06:14,08:36,10h 30min,630,Domestic_Long,Business class available,5627,8.93
SpiceJet,20-03-2022,3,March,Sunday,Yes,Mumbai,Ahmedabad,MUM-AHM,MUM,AHM,,,non-stop,08:19,09:24,11h 15min,675,Domestic_Long,Red-eye flight,4887,7.24
Alliance Air,23-06-2024,6,June,Sunday,Yes,Kolkata,Hyderabad,KOL-MUM-GUW-HYD,KOL,MUM,GUW,HYD,2 stops,15:23,16:45,11h 0min,660,Domestic_Long,Red-eye flight,11055,16.75
TruJet,27-11-2020,11,November,Friday,No,Bhubaneswar,Jaipur,BHU-DEL-MUM-JAI,BHU,DEL,MUM,JAI,2 stops,13:45,18:51,2h 30min,150,Domestic_Long,Red-eye flight,9485,63.23
GoAir,01-12-2020,12,December,Tuesday,No,Ahmedabad,Kolkata,AHM-DEL-JAI-KOL,AHM,DEL,JAI,KOL,2 stops,13:39,05:59,15h 30min,930,Domestic_Long,Limited seats,8556,9.2
Alliance Air,12-01-2021,1,January,Tuesday,No,Cochin,Indore,COC-IND,COC,IND,,,non-stop,19:50,13:50,13h 45min,825,Domestic_Long,Limited seats,3781,4.58
TruJet,04-07-2025,7,July,Friday,No,Patna,Bhubaneswar,PAT-BAN-BHU,PAT,BAN,BHU,,1 stop,04:06,22:47,10h 45min,645,Domestic_Long,Business class available,8939,13.86
Alliance Air,23-12-2022,12,December,Friday,No,Surat,Nagpur,SUR-HYD-BAN-JAI-NAG,SUR,HYD,BAN,JAI,3 stops,11:34,00:37,2h 30min,150,Domestic_Long,WiFi available,11297,75.31
Akasa Air,26-05-2024,5,May,Sunday,Yes,Nagpur,Hyderabad,NAG-BHU-LUC-HYD,NAG,BHU,LUC,HYD,2 stops,05:36,04:10,1h 15min,75,Domestic_Short,Business class available,9456,126.08
GoAir,01-11-2020,11,November,Sunday,Yes,Guwahati,Pune,GUW-SUR-PUN,GUW,SUR,PUN,,1 stop,19:23,16:49,9h 0min,540,Domestic_Long,Business class available,7151,13.24
SpiceJet,14-03-2020,3,March,Saturday,No,Pune,Chennai,PUN-CHE,PUN,CHE,,,non-stop,13:52,11:33,11h 45min,705,Domestic_Long,New aircraft,3152,4.47
IndiGo,03-02-2025,2,February,Monday,No,Lucknow,Mumbai,LUC-MUM,LUC,MUM,,,non-stop,07:03,13:21,6h 45min,405,Domestic_Long,1 Long layover,6124,15.12
Vistara,28-08-2020,8,August,Friday,No,Cochin,Kolkata,COC-BAN-GUW-JAI-KOL,COC,BAN,GUW,JAI,3 stops,17:31,09:32,10h 0min,600,Domestic_Long,New aircraft,10859,18.1
GoAir,14-02-2023,2,February,Tuesday,No,Varanasi,Lucknow,VAR-LUC,VAR,LUC,,,non-stop,12:20,12:59,8h 15min,495,Domestic_Long,In-flight meal not included,6471,13.07
Air India,19-09-2019,9,September,Thursday,No,Delhi,Patna,DEL-PAT,DEL,PAT,,,non-stop,18:20,16:52,1h 45min,105,Domestic_Short,Limited seats,3718,35.41
Akasa Air,14-07-2022,7,July,Thursday,Yes,Cochin,Nagpur,COC-LUC-NAG,COC,LUC,NAG,,1 stop,08:01,22:22,7h 15min,435,Domestic_Long,New aircraft,9469,21.77
Air India,21-06-2022,6,June,Tuesday,Yes,Mumbai,Delhi,MUM-CHE-DEL,MUM,CHE,DEL,,1 stop,18:50,02:59,13h 45min,825,Domestic_Long,No info,7122,8.63
Air India,26-01-2020,1,January,Sunday,No,Mumbai,Patna,MUM-BAN-CHE-PUN-PAT,MUM,BAN,CHE,PUN,3 stops,10:20,23:39,14h 30min,870,Domestic_Long,WiFi available,13581,15.61
IndiGo,03-03-2019,3,March,Sunday,No,Varanasi,Lucknow,VAR-PUN-LUC,VAR,PUN,LUC,,1 stop,19:32,03:54,15h 45min,945,Domestic_Long,1 Long layover,9491,10.04
AirAsia India,05-06-2019,6,June,Wednesday,No,Kolkata,Ahmedabad,KOL-IND-MUM-AHM,KOL,IND,MUM,AHM,2 stops,16:17,18:53,10h 0min,600,Domestic_Long,Red-eye flight,13797,23
GoAir,20-05-2024,5,May,Monday,No,Bangalore,Pune,BAN-PUN,BAN,PUN,,,non-stop,03:40,08:26,4h 15min,255,Domestic_Long,Red-eye flight,5031,19.73
Akasa Air,03-05-2022,5,May,Tuesday,No,Pune,Lucknow,PUN-JAI-VAR-LUC,PUN,JAI,VAR,LUC,2 stops,07:17,12:10,5h 15min,315,Domestic_Long,In-flight meal not included,14397,45.7
SpiceJet,05-12-2020,12,December,Saturday,Yes,Surat,Varanasi,SUR-LUC-BAN-GOA-VAR,SUR,LUC,BAN,GOA,3 stops,06:36,13:38,1h 0min,60,Domestic_Short,Extra baggage allowed,13108,218.47
SpiceJet,19-05-2022,5,May,Thursday,Yes,Hyderabad,Mumbai,HYD-BHU-CHE-GUW-MUM,HYD,BHU,CHE,GUW,3 stops,12:35,18:17,14h 15min,855,Domestic_Long,WiFi available,11143,13.03
AirAsia India,10-05-2019,5,May,Friday,No,Lucknow,Chennai,LUC-KOL-BHU-MUM-CHE,LUC,KOL,BHU,MUM,3 stops,04:13,21:36,6h 45min,405,Domestic_Long,Business class available,9652,23.83
GoAir,05-02-2021,2,February,Friday,No,Pune,Chennai,PUN-CHE,PUN,CHE,,,non-stop,07:06,06:13,5h 0min,300,Domestic_Long,In-flight meal not included,4718,15.73
IndiGo,19-02-2021,2,February,Friday,No,Kolkata,Cochin,KOL-GOA-VAR-NAG-COC,KOL,GOA,VAR,NAG,3 stops,14:34,14:03,7h 30min,450,Domestic_Long,Red-eye flight,15508,34.46
TruJet,05-07-2021,7,July,Monday,No,Varanasi,Bangalore,VAR-NAG-BAN,VAR,NAG,BAN,,1 stop,18:00,22:24,10h 0min,600,Domestic_Long,In-flight meal not included,9377,15.63
Star Air,21-03-2023,3,March,Tuesday,No,Hyderabad,Varanasi,HYD-VAR,HYD,VAR,,,non-stop,04:46,02:52,2h 45min,165,Domestic_Long,Red-eye flight,3773,22.87
SpiceJet,12-05-2019,5,May,Sunday,Yes,Nagpur,Raipur,NAG-HYD-AHM-VAR-RAI,NAG,HYD,AHM,VAR,3 stops,20:55,20:42,11h 45min,705,Domestic_Long,Business class available,12385,17.57
IndiGo,17-12-2021,12,December,Friday,Yes,Patna,Cochin,PAT-CHE-IND-COC,PAT,CHE,IND,COC,2 stops,17:08,19:16,8h 0min,480,Domestic_Long,Business class available,10236,21.33
TruJet,25-07-2020,7,July,Saturday,No,Cochin,Jaipur,COC-CHE-JAI,COC,CHE,JAI,,1 stop,11:57,04:56,7h 45min,465,Domestic_Long,Limited seats,7061,15.18
SpiceJet,16-07-2022,7,July,Saturday,No,Mumbai,Nagpur,MUM-CHE-PUN-DEL-NAG,MUM,CHE,PUN,DEL,3 stops,13:07,05:49,6h 45min,405,Domestic_Long,No info,7152,17.66
TruJet,12-01-2020,1,January,Sunday,No,Chennai,Surat,CHE-COC-GUW-SUR,CHE,COC,GUW,SUR,2 stops,20:14,14:41,3h 30min,210,Domestic_Long,WiFi available,6848,32.61
AirAsia India,27-12-2019,12,December,Friday,No,Surat,Ahmedabad,SUR-GOA-NAG-AHM,SUR,GOA,NAG,AHM,2 stops,03:06,20:52,11h 15min,675,Domestic_Long,Extra baggage allowed,7770,11.51
Alliance Air,28-09-2022,9,September,Wednesday,No,Patna,Bhubaneswar,PAT-VAR-BHU,PAT,VAR,BHU,,1 stop,10:08,18:54,6h 30min,390,Domestic_Long,Limited seats,10260,26.31
Star Air,17-09-2020,9,September,Thursday,Yes,Ahmedabad,Mumbai,AHM-PUN-JAI-MUM,AHM,PUN,JAI,MUM,2 stops,18:29,06:27,14h 15min,855,Domestic_Long,WiFi available,12117,14.17
Air India,01-12-2019,12,December,Sunday,Yes,Mumbai,Patna,MUM-COC-NAG-VAR-PAT,MUM,COC,NAG,VAR,3 stops,08:34,21:04,2h 30min,150,Domestic_Long,Limited seats,12902,86.01
